stress_threshold,reversion_threshold,vix_bull_fragile,gex_override,pos_stress,pos_reversion,pos_fragile,pos_quiet,pos_neutral,sharpe_ratio,total_return,max_drawdown,num_trades,avg_position
0.94,1.02,25,True,0.0,1.0,0.7,0.9,0.7,0.8323162183172029,5.237385108746102,-0.21405164956276498,455,0.8410823170731709
0.94,1.02,25,True,0.0,1.0,0.6,0.9,0.7,0.8319944204475451,5.132265969597177,-0.21123247736587786,455,0.8363313008130083
0.94,1.02,25,True,0.0,1.0,0.6,0.9,0.3,0.8319944204475451,5.132265969597177,-0.21123247736587786,455,0.8363313008130083
0.94,1.02,25,True,0.0,1.0,0.6,0.9,0.5,0.8319944204475451,5.132265969597177,-0.21123247736587786,455,0.8363313008130083
0.94,1.02,25,True,0.0,1.0,0.8,0.9,0.7,0.8312808900476184,5.341443694968289,-0.216868835160248,455,0.8458333333333335
0.94,1.02,25,True,0.0,1.0,0.8,0.9,0.5,0.8312808900476184,5.341443694968289,-0.216868835160248,455,0.8458333333333335
0.94,1.02,25,True,0.0,1.0,0.8,0.9,0.3,0.8312808900476184,5.341443694968289,-0.216868835160248,455,0.8458333333333335
0.94,1.06,15,True,0.0,1.0,0.7,1.0,0.3,0.8307084139833464,5.287609968672941,-0.20663256311096634,568,0.8408028455284552
0.94,1.06,15,True,0.0,1.0,0.7,1.0,0.5,0.8307084139833464,5.287609968672941,-0.20663256311096634,568,0.8408028455284552
0.94,1.06,15,True,0.0,1.0,0.7,1.0,0.7,0.8307084139833464,5.287609968672941,-0.20663256311096634,568,0.8408028455284552
0.94,1.02,25,True,0.1,1.0,0.7,1.0,0.5,0.8303413725514285,5.847523883771658,-0.21487294051948336,277,0.9278709349593496
0.94,1.02,25,True,0.1,1.0,0.7,1.0,0.3,0.8303413725514285,5.847523883771658,-0.21487294051948336,277,0.9278709349593496
0.94,1.02,25,True,0.1,1.0,0.7,1.0,0.7,0.8303413725514285,5.847523883771658,-0.21487294051948336,277,0.9278709349593496
0.94,1.02,25,True,0.0,1.0,0.5,0.9,0.5,0.8302180614289458,5.026199847201559,-0.208411325966026,455,0.8315802845528457
0.94,1.02,25,True,0.0,1.0,0.5,0.9,0.7,0.8302180614289458,5.026199847201559,-0.208411325966026,455,0.8315802845528457
0.94,1.02,25,True,0.0,1.0,0.5,0.9,0.3,0.8302180614289458,5.026199847201559,-0.208411325966026,455,0.8315802845528457
0.94,1.02,15,True,0.0,1.0,0.8,0.9,0.7,0.8301195297637953,4.917566614871955,-0.21244653947411749,638,0.8021341463414636
0.94,1.02,15,True,0.0,1.0,0.8,0.9,0.3,0.8301195297637953,4.917566614871955,-0.21244653947411749,638,0.8021341463414636
0.94,1.02,15,True,0.0,1.0,0.8,0.9,0.5,0.8301195297637953,4.917566614871955,-0.21244653947411749,638,0.8021341463414636
0.94,1.02,25,True,0.1,1.0,0.8,1.0,0.3,0.8300658652670249,5.961761443589612,-0.2176871822478772,277,0.9326219512195121
0.94,1.02,25,True,0.1,1.0,0.8,1.0,0.5,0.8300658652670249,5.961761443589612,-0.2176871822478772,277,0.9326219512195121
0.94,1.02,25,True,0.1,1.0,0.8,1.0,0.7,0.8300658652670249,5.961761443589612,-0.2176871822478772,277,0.9326219512195121
0.94,1.02,25,True,0.1,1.0,0.6,1.0,0.5,0.8294055906464376,5.732122028119958,-0.21205671426761863,277,0.923119918699187
0.94,1.02,25,True,0.1,1.0,0.6,1.0,0.3,0.8294055906464376,5.732122028119958,-0.21205671426761863,277,0.923119918699187
0.94,1.02,25,True,0.1,1.0,0.6,1.0,0.7,0.8294055906464376,5.732122028119958,-0.21205671426761863,277,0.923119918699187
0.94,1.06,25,True,0.0,1.0,0.8,0.9,0.7,0.8293671148865828,5.832580699994291,-0.21118470438536402,480,0.8826727642276425
0.94,1.06,25,True,0.0,1.0,0.8,0.9,0.3,0.8293671148865828,5.832580699994291,-0.21118470438536402,480,0.8826727642276425
0.94,1.06,25,True,0.0,1.0,0.8,0.9,0.5,0.8293671148865828,5.832580699994291,-0.21118470438536402,480,0.8826727642276425
