,regime,ratio,position
2023-11-28,BULL_QUIET,1.201,1.0
2023-11-29,BULL_QUIET,1.195,1.0
2023-11-30,BULL_QUIET,1.195,1.0
2023-12-01,BULL_QUIET,1.216,1.0
2023-12-04,BULL_QUIET,1.199,1.0
2023-12-05,BULL_QUIET,1.212,1.0
2023-12-06,BULL_QUIET,1.214,1.0
2023-12-07,BULL_QUIET,1.198,1.0
2023-12-08,BULL_QUIET,1.228,1.0
2023-12-11,BULL_QUIET,1.203,1.0
2023-12-12,BULL_QUIET,1.229,1.0
2023-12-13,BULL_QUIET,1.203,1.0
2023-12-14,BULL_QUIET,1.185,1.0
2023-12-15,BULL_QUIET,1.232,1.0
2023-12-18,BULL_QUIET,1.232,1.0
2023-12-19,BULL_QUIET,1.248,1.0
2023-12-20,BULL_QUIET,1.213,1.0
2023-12-21,BULL_QUIET,1.194,1.0
2023-12-22,BULL_QUIET,1.227,1.0
2023-12-26,BULL_QUIET,1.222,1.0
2023-12-27,BULL_QUIET,1.228,1.0
2023-12-28,BULL_QUIET,1.221,1.0
2023-12-29,BULL_QUIET,1.226,1.0
2024-01-02,BULL_QUIET,1.173,1.0
2024-01-03,BULL_QUIET,1.142,1.0
2024-01-04,BULL_QUIET,1.135,1.0
2024-01-05,BULL_QUIET,1.162,1.0
2024-01-08,BULL_QUIET,1.157,1.0
2024-01-09,BULL_QUIET,1.168,1.0
2024-01-10,BULL_QUIET,1.161,1.0
2024-01-11,BULL_QUIET,1.17,1.0
2024-01-12,BULL_QUIET,1.176,1.0
2024-01-16,BULL_QUIET,1.137,1.0
2024-01-17,BULL_QUIET,1.108,1.0
2024-01-18,BULL_QUIET,1.121,1.0
2024-01-19,BULL_QUIET,1.147,1.0
2024-01-22,BULL_QUIET,1.135,1.0
2024-01-23,BULL_QUIET,1.157,1.0
2024-01-24,BULL_QUIET,1.139,1.0
2024-01-25,BULL_QUIET,1.123,1.0
2024-01-26,BULL_QUIET,1.133,1.0
2024-01-29,BULL_QUIET,1.119,1.0
2024-01-30,BULL_QUIET,1.137,1.0
2024-01-31,BULL_QUIET,1.112,1.0
2024-02-01,BULL_QUIET,1.117,1.0
2024-02-02,BULL_QUIET,1.127,1.0
2024-02-05,BULL_QUIET,1.121,1.0
2024-02-06,BULL_QUIET,1.148,1.0
2024-02-07,BULL_QUIET,1.157,1.0
2024-02-08,BULL_QUIET,1.167,1.0
2024-02-09,BULL_QUIET,1.166,1.0
2024-02-12,BULL_QUIET,1.125,1.0
2024-02-13,BULL_QUIET,1.061,1.0
2024-02-14,BULL_QUIET,1.108,1.0
2024-02-15,BULL_QUIET,1.125,1.0
2024-02-16,BULL_QUIET,1.114,1.0
2024-02-20,BULL_QUIET,1.064,1.0
2024-02-21,BULL_QUIET,1.058,1.0
2024-02-22,BULL_QUIET,1.085,1.0
2024-02-23,BULL_QUIET,1.109,1.0
2024-02-26,BULL_QUIET,1.108,1.0
2024-02-27,BULL_QUIET,1.109,1.0
2024-02-28,BULL_QUIET,1.1,1.0
2024-02-29,BULL_QUIET,1.114,1.0
2024-03-01,BULL_QUIET,1.139,1.0
2024-03-04,BULL_QUIET,1.129,1.0
2024-03-05,BULL_QUIET,1.1,1.0
2024-03-06,BULL_QUIET,1.101,1.0
2024-03-07,BULL_QUIET,1.102,1.0
2024-03-08,BULL_QUIET,1.106,1.0
2024-03-11,BULL_QUIET,1.081,1.0
2024-03-12,BULL_QUIET,1.132,1.0
2024-03-13,BULL_QUIET,1.135,1.0
2024-03-14,BULL_QUIET,1.119,1.0
2024-03-15,BULL_QUIET,1.139,1.0
2024-03-18,BULL_QUIET,1.132,1.0
2024-03-19,BULL_QUIET,1.141,1.0
2024-03-20,BULL_QUIET,1.172,1.0
2024-03-21,BULL_QUIET,1.175,1.0
2024-03-22,BULL_QUIET,1.172,1.0
2024-03-25,BULL_QUIET,1.166,1.0
2024-03-26,BULL_QUIET,1.155,1.0
2024-03-27,BULL_QUIET,1.174,1.0
2024-03-28,BULL_QUIET,1.168,1.0
2024-04-01,BULL_QUIET,1.137,1.0
2024-04-02,BULL_QUIET,1.101,1.0
2024-04-03,BULL_QUIET,1.11,1.0
2024-04-04,BULL_QUIET,1.05,1.0
2024-04-05,BULL_QUIET,1.072,1.0
2024-04-08,BULL_QUIET,1.09,1.0
2024-04-09,BULL_QUIET,1.096,1.0
2024-04-10,BULL_QUIET,1.078,1.0
2024-04-11,BULL_QUIET,1.106,1.0
2024-04-12,BULL_QUIET,1.051,1.0
2024-04-15,POST_PANIC_REVERSION,1.017,1.0
2024-04-16,POST_PANIC_REVERSION,1.024,1.0
2024-04-17,POST_PANIC_REVERSION,1.031,1.0
2024-04-18,POST_PANIC_REVERSION,1.037,1.0
2024-04-19,POST_PANIC_REVERSION,1.029,1.0
2024-04-22,POST_PANIC_REVERSION,1.041,1.0
2024-04-23,BULL_QUIET,1.063,1.0
2024-04-24,BULL_QUIET,1.054,1.0
2024-04-25,BULL_QUIET,1.065,1.0
2024-04-26,BULL_QUIET,1.083,1.0
2024-04-29,BULL_QUIET,1.091,1.0
2024-04-30,BULL_QUIET,1.06,1.0
2024-05-01,BULL_QUIET,1.077,1.0
2024-05-02,BULL_QUIET,1.093,1.0
2024-05-03,BULL_QUIET,1.132,1.0
2024-05-06,BULL_QUIET,1.113,1.0
2024-05-07,BULL_QUIET,1.13,1.0
2024-05-08,BULL_QUIET,1.146,1.0
2024-05-09,BULL_QUIET,1.159,1.0
2024-05-10,BULL_QUIET,1.168,1.0
2024-05-13,BULL_QUIET,1.095,1.0
2024-05-14,BULL_QUIET,1.095,1.0
2024-05-15,BULL_QUIET,1.131,1.0
2024-05-16,BULL_QUIET,1.145,1.0
2024-05-17,BULL_QUIET,1.167,1.0
2024-05-20,BULL_QUIET,1.161,1.0
2024-05-21,BULL_QUIET,1.176,1.0
2024-05-22,BULL_QUIET,1.164,1.0
2024-05-23,BULL_QUIET,1.149,1.0
2024-05-24,BULL_QUIET,1.188,1.0
2024-05-28,BULL_QUIET,1.139,1.0
2024-05-29,BULL_QUIET,1.082,1.0
2024-05-30,BULL_QUIET,1.077,1.0
2024-05-31,BULL_QUIET,1.135,1.0
2024-06-03,BULL_QUIET,1.129,1.0
2024-06-04,BULL_QUIET,1.131,1.0
2024-06-05,BULL_QUIET,1.151,1.0
2024-06-06,BULL_QUIET,1.156,1.0
2024-06-07,BULL_QUIET,1.179,1.0
2024-06-10,BULL_QUIET,1.146,1.0
2024-06-11,BULL_QUIET,1.128,1.0
2024-06-12,BULL_QUIET,1.173,1.0
2024-06-13,BULL_QUIET,1.187,1.0
2024-06-14,BULL_QUIET,1.172,1.0
2024-06-17,BULL_QUIET,1.16,1.0
2024-06-18,BULL_QUIET,1.194,1.0
2024-06-20,BULL_QUIET,1.16,1.0
2024-06-21,BULL_QUIET,1.149,1.0
2024-06-24,BULL_QUIET,1.143,1.0
2024-06-25,BULL_QUIET,1.157,1.0
2024-06-26,BULL_QUIET,1.172,1.0
2024-06-27,BULL_QUIET,1.178,1.0
2024-06-28,BULL_QUIET,1.167,1.0
2024-07-01,BULL_QUIET,1.161,1.0
2024-07-02,BULL_QUIET,1.165,1.0
2024-07-03,BULL_QUIET,1.16,1.0
2024-07-05,BULL_QUIET,1.15,1.0
2024-07-08,BULL_QUIET,1.155,1.0
2024-07-09,BULL_QUIET,1.15,1.0
2024-07-10,BULL_QUIET,1.128,1.0
2024-07-11,BULL_QUIET,1.135,1.0
2024-07-12,BULL_QUIET,1.153,1.0
2024-07-15,BULL_QUIET,1.133,1.0
2024-07-16,BULL_QUIET,1.13,1.0
2024-07-17,BULL_QUIET,1.09,1.0
2024-07-18,POST_PANIC_REVERSION,1.04,1.0
2024-07-19,POST_PANIC_REVERSION,1.039,1.0
2024-07-22,BULL_QUIET,1.079,1.0
2024-07-23,BULL_QUIET,1.088,1.0
2024-07-24,POST_PANIC_REVERSION,1.022,1.0
2024-07-25,POST_PANIC_REVERSION,1.012,1.0
2024-07-26,BULL_QUIET,1.052,1.0
2024-07-29,POST_PANIC_REVERSION,1.034,1.0
2024-07-30,POST_PANIC_REVERSION,1.018,1.0
2024-07-31,POST_PANIC_REVERSION,1.037,1.0
2024-08-01,POST_PANIC_REVERSION,1.03,1.0
2024-08-02,POST_PANIC_REVERSION,0.998,1.0
2024-08-05,STRESS_UNSTABLE,0.874,0.0
2024-08-06,STRESS_UNSTABLE,0.966,0.0
2024-08-07,STRESS_UNSTABLE,0.97,0.0
2024-08-08,POST_PANIC_REVERSION,1.014,1.0
2024-08-09,POST_PANIC_REVERSION,1.04,1.0
2024-08-12,POST_PANIC_REVERSION,1.044,1.0
2024-08-13,BULL_QUIET,1.096,1.0
2024-08-14,BULL_QUIET,1.14,1.0
2024-08-15,BULL_QUIET,1.174,1.0
2024-08-16,BULL_QUIET,1.203,1.0
2024-08-19,BULL_QUIET,1.201,1.0
2024-08-20,BULL_QUIET,1.151,1.0
2024-08-21,BULL_QUIET,1.142,1.0
2024-08-22,BULL_QUIET,1.103,1.0
2024-08-23,BULL_QUIET,1.147,1.0
2024-08-26,BULL_QUIET,1.13,1.0
2024-08-27,BULL_QUIET,1.149,1.0
2024-08-28,BULL_QUIET,1.105,1.0
2024-08-29,BULL_QUIET,1.15,1.0
2024-08-30,BULL_QUIET,1.162,1.0
2024-09-03,POST_PANIC_REVERSION,1.047,1.0
2024-09-04,POST_PANIC_REVERSION,1.035,1.0
2024-09-05,BULL_QUIET,1.052,1.0
2024-09-06,POST_PANIC_REVERSION,1.016,1.0
2024-09-09,BULL_QUIET,1.074,1.0
2024-09-10,BULL_QUIET,1.077,1.0
2024-09-11,BULL_QUIET,1.107,1.0
2024-09-12,BULL_QUIET,1.141,1.0
2024-09-13,BULL_QUIET,1.164,1.0
2024-09-16,BULL_QUIET,1.156,1.0
2024-09-17,BULL_QUIET,1.143,1.0
2024-09-18,BULL_QUIET,1.116,1.0
2024-09-19,BULL_QUIET,1.168,1.0
2024-09-20,BULL_QUIET,1.173,1.0
2024-09-23,BULL_QUIET,1.177,1.0
2024-09-24,BULL_QUIET,1.2,1.0
2024-09-25,BULL_QUIET,1.205,1.0
2024-09-26,BULL_QUIET,1.2,1.0
2024-09-27,BULL_QUIET,1.152,1.0
2024-09-30,BULL_QUIET,1.149,1.0
2024-10-01,BULL_QUIET,1.085,1.0
2024-10-02,BULL_QUIET,1.089,1.0
2024-10-03,BULL_QUIET,1.056,1.0
2024-10-04,BULL_QUIET,1.075,1.0
2024-10-07,POST_PANIC_REVERSION,0.998,1.0
2024-10-08,POST_PANIC_REVERSION,1.005,1.0
2024-10-09,POST_PANIC_REVERSION,1.002,1.0
2024-10-10,POST_PANIC_REVERSION,1.004,1.0
2024-10-11,POST_PANIC_REVERSION,1.015,1.0
2024-10-14,POST_PANIC_REVERSION,1.021,1.0
2024-10-15,POST_PANIC_REVERSION,1.008,1.0
2024-10-16,POST_PANIC_REVERSION,1.038,1.0
2024-10-17,POST_PANIC_REVERSION,1.037,1.0
2024-10-18,BULL_QUIET,1.064,1.0
2024-10-21,POST_PANIC_REVERSION,1.047,1.0
2024-10-22,BULL_QUIET,1.053,1.0
2024-10-23,POST_PANIC_REVERSION,1.042,1.0
2024-10-24,POST_PANIC_REVERSION,1.04,1.0
2024-10-25,POST_PANIC_REVERSION,1.03,1.0
2024-10-28,POST_PANIC_REVERSION,1.019,1.0
2024-10-29,POST_PANIC_REVERSION,1.032,1.0
2024-10-30,POST_PANIC_REVERSION,1.02,1.0
2024-10-31,STRESS_UNSTABLE,0.978,0.0
2024-11-01,POST_PANIC_REVERSION,1.001,1.0
2024-11-04,POST_PANIC_REVERSION,0.981,1.0
2024-11-05,POST_PANIC_REVERSION,0.985,1.0
2024-11-06,BULL_QUIET,1.086,1.0
2024-11-07,BULL_QUIET,1.115,1.0
2024-11-08,BULL_QUIET,1.127,1.0
2024-11-11,BULL_QUIET,1.122,1.0
2024-11-12,BULL_QUIET,1.136,1.0
2024-11-13,BULL_QUIET,1.178,1.0
2024-11-14,BULL_QUIET,1.166,1.0
2024-11-15,BULL_QUIET,1.103,1.0
2024-11-18,BULL_QUIET,1.103,1.0
2024-11-19,BULL_QUIET,1.082,1.0
2024-11-20,BULL_QUIET,1.064,1.0
2024-11-21,BULL_QUIET,1.078,1.0
2024-11-22,BULL_QUIET,1.135,1.0
2024-11-25,BULL_QUIET,1.155,1.0
2024-11-26,BULL_QUIET,1.172,1.0
2024-11-27,BULL_QUIET,1.177,1.0
2024-11-29,BULL_QUIET,1.204,1.0
2024-12-02,BULL_QUIET,1.225,1.0
2024-12-03,BULL_QUIET,1.221,1.0
2024-12-04,BULL_QUIET,1.219,1.0
2024-12-05,BULL_QUIET,1.225,1.0
2024-12-06,BULL_QUIET,1.278,1.0
2024-12-09,BULL_QUIET,1.204,1.0
2024-12-10,BULL_QUIET,1.197,1.0
2024-12-11,BULL_QUIET,1.243,1.0
2024-12-12,BULL_QUIET,1.246,1.0
2024-12-13,BULL_QUIET,1.242,1.0
2024-12-16,BULL_QUIET,1.196,1.0
2024-12-17,BULL_QUIET,1.142,1.0
2024-12-18,STRESS_UNSTABLE,0.878,0.0
2024-12-19,POST_PANIC_REVERSION,1.002,1.0
2024-12-20,BULL_QUIET,1.095,1.0
2024-12-23,BULL_QUIET,1.111,1.0
2024-12-24,BULL_QUIET,1.205,1.0
2024-12-26,BULL_QUIET,1.179,1.0
2024-12-27,BULL_QUIET,1.133,1.0
2024-12-30,BULL_QUIET,1.089,1.0
2024-12-31,BULL_QUIET,1.094,1.0
2025-01-02,BULL_QUIET,1.078,1.0
2025-01-03,BULL_QUIET,1.125,1.0
2025-01-06,BULL_QUIET,1.124,1.0
2025-01-07,BULL_QUIET,1.077,1.0
2025-01-08,BULL_QUIET,1.093,1.0
2025-01-10,BULL_QUIET,1.073,1.0
2025-01-13,BULL_QUIET,1.065,1.0
2025-01-14,BULL_QUIET,1.068,1.0
2025-01-15,BULL_QUIET,1.131,1.0
2025-01-16,BULL_QUIET,1.105,1.0
2025-01-17,BULL_QUIET,1.139,1.0
2025-01-21,BULL_QUIET,1.162,1.0
2025-01-22,BULL_QUIET,1.179,1.0
2025-01-23,BULL_QUIET,1.166,1.0
2025-01-24,BULL_QUIET,1.182,1.0
2025-01-27,BULL_QUIET,1.06,1.0
2025-01-28,BULL_QUIET,1.105,1.0
2025-01-29,BULL_QUIET,1.096,1.0
2025-01-30,BULL_QUIET,1.131,1.0
2025-01-31,BULL_QUIET,1.122,1.0
2025-02-03,BULL_QUIET,1.05,1.0
2025-02-04,BULL_QUIET,1.083,1.0
2025-02-05,BULL_QUIET,1.139,1.0
2025-02-06,BULL_QUIET,1.157,1.0
2025-02-07,BULL_QUIET,1.126,1.0
2025-02-10,BULL_QUIET,1.153,1.0
2025-02-11,BULL_QUIET,1.141,1.0
2025-02-12,BULL_QUIET,1.152,1.0
2025-02-13,BULL_QUIET,1.181,1.0
2025-02-14,BULL_QUIET,1.206,1.0
2025-02-18,BULL_QUIET,1.161,1.0
2025-02-19,BULL_QUIET,1.174,1.0
2025-02-20,BULL_QUIET,1.15,1.0
2025-02-21,BULL_QUIET,1.07,1.0
2025-02-24,POST_PANIC_REVERSION,1.046,1.0
2025-02-25,POST_PANIC_REVERSION,1.031,1.0
2025-02-26,POST_PANIC_REVERSION,1.034,1.0
2025-02-27,POST_PANIC_REVERSION,1.004,1.0
2025-02-28,POST_PANIC_REVERSION,1.028,1.0
2025-03-03,STRESS_UNSTABLE,0.974,0.0
2025-03-04,STRESS_UNSTABLE,0.969,0.0
2025-03-05,POST_PANIC_REVERSION,0.99,1.0
2025-03-06,STRESS_UNSTABLE,0.953,0.0
2025-03-07,STRESS_UNSTABLE,0.967,0.0
2025-03-10,STRESS_UNSTABLE,0.923,0.0
2025-03-11,STRESS_UNSTABLE,0.941,0.0
2025-03-12,STRESS_UNSTABLE,0.977,0.0
2025-03-13,STRESS_UNSTABLE,0.976,0.0
2025-03-14,POST_PANIC_REVERSION,1.018,1.0
2025-03-17,POST_PANIC_REVERSION,1.039,1.0
2025-03-18,POST_PANIC_REVERSION,1.012,1.0
2025-03-19,POST_PANIC_REVERSION,1.047,1.0
2025-03-20,POST_PANIC_REVERSION,1.046,1.0
2025-03-21,BULL_QUIET,1.055,1.0
2025-03-24,BULL_QUIET,1.089,1.0
2025-03-25,BULL_QUIET,1.111,1.0
2025-03-26,BULL_QUIET,1.082,1.0
2025-03-27,BULL_QUIET,1.064,1.0
2025-03-28,POST_PANIC_REVERSION,1.017,1.0
2025-03-31,POST_PANIC_REVERSION,0.986,1.0
2025-04-01,POST_PANIC_REVERSION,1.002,1.0
2025-04-02,POST_PANIC_REVERSION,0.997,1.0
2025-04-03,STRESS_UNSTABLE,0.912,0.0
2025-04-04,STRESS_UNSTABLE,0.81,0.0
2025-04-07,STRESS_UNSTABLE,0.785,0.0
2025-04-08,STRESS_UNSTABLE,0.793,0.0
2025-04-09,STRESS_UNSTABLE,0.89,0.0
2025-04-10,STRESS_UNSTABLE,0.877,0.0
2025-04-11,STRESS_UNSTABLE,0.903,0.0
2025-04-14,STRESS_UNSTABLE,0.959,0.0
2025-04-15,STRESS_UNSTABLE,0.963,0.0
2025-04-16,STRESS_UNSTABLE,0.948,0.0
2025-04-17,POST_PANIC_REVERSION,0.99,1.0
2025-04-21,STRESS_UNSTABLE,0.941,0.0
2025-04-22,STRESS_UNSTABLE,0.963,0.0
2025-04-23,POST_PANIC_REVERSION,0.985,1.0
2025-04-24,POST_PANIC_REVERSION,0.999,1.0
2025-04-25,POST_PANIC_REVERSION,1.021,1.0
2025-04-28,POST_PANIC_REVERSION,1.023,1.0
2025-04-29,POST_PANIC_REVERSION,1.043,1.0
2025-04-30,POST_PANIC_REVERSION,1.034,1.0
2025-05-01,POST_PANIC_REVERSION,1.036,1.0
2025-05-02,BULL_QUIET,1.058,1.0
2025-05-05,POST_PANIC_REVERSION,1.038,1.0
2025-05-06,POST_PANIC_REVERSION,1.026,1.0
2025-05-07,POST_PANIC_REVERSION,1.049,1.0
2025-05-08,BULL_QUIET,1.057,1.0
2025-05-09,BULL_QUIET,1.068,1.0
2025-05-12,BULL_QUIET,1.1,1.0
2025-05-13,BULL_QUIET,1.103,1.0
2025-05-14,BULL_QUIET,1.105,1.0
2025-05-15,BULL_QUIET,1.136,1.0
2025-05-16,BULL_QUIET,1.165,1.0
2025-05-19,BULL_QUIET,1.141,1.0
2025-05-20,BULL_QUIET,1.145,1.0
2025-05-21,BULL_QUIET,1.086,1.0
2025-05-22,BULL_QUIET,1.101,1.0
2025-05-23,BULL_QUIET,1.068,1.0
2025-05-27,BULL_QUIET,1.123,1.0
2025-05-28,BULL_QUIET,1.122,1.0
2025-05-29,BULL_QUIET,1.127,1.0
2025-05-30,BULL_QUIET,1.151,1.0
2025-06-02,BULL_QUIET,1.149,1.0
2025-06-03,BULL_QUIET,1.171,1.0
2025-06-04,BULL_QUIET,1.173,1.0
2025-06-05,BULL_QUIET,1.142,1.0
2025-06-06,BULL_QUIET,1.194,1.0
2025-06-09,BULL_QUIET,1.171,1.0
2025-06-10,BULL_QUIET,1.176,1.0
2025-06-11,BULL_QUIET,1.176,1.0
2025-06-12,BULL_QUIET,1.146,1.0
2025-06-13,BULL_QUIET,1.086,1.0
2025-06-16,BULL_QUIET,1.111,1.0
2025-06-17,BULL_QUIET,1.061,1.0
2025-06-18,BULL_QUIET,1.091,1.0
2025-06-20,BULL_QUIET,1.09,1.0
2025-06-23,BULL_QUIET,1.1,1.0
2025-06-24,BULL_QUIET,1.147,1.0
2025-06-25,BULL_QUIET,1.174,1.0
2025-06-26,BULL_QUIET,1.172,1.0
2025-06-27,BULL_QUIET,1.192,1.0
2025-06-30,BULL_QUIET,1.162,1.0
2025-07-01,BULL_QUIET,1.159,1.0
2025-07-02,BULL_QUIET,1.163,1.0
2025-07-03,BULL_QUIET,1.173,1.0
2025-07-07,BULL_QUIET,1.136,1.0
2025-07-08,BULL_QUIET,1.165,1.0
2025-07-09,BULL_QUIET,1.193,1.0
2025-07-10,BULL_QUIET,1.199,1.0
2025-07-11,BULL_QUIET,1.181,1.0
2025-07-14,BULL_QUIET,1.153,1.0
2025-07-15,BULL_QUIET,1.154,1.0
2025-07-16,BULL_QUIET,1.171,1.0
2025-07-17,BULL_QUIET,1.192,1.0
2025-07-18,BULL_QUIET,1.193,1.0
2025-07-21,BULL_QUIET,1.172,1.0
2025-07-22,BULL_QUIET,1.184,1.0
2025-07-23,BULL_QUIET,1.208,1.0
2025-07-24,BULL_QUIET,1.206,1.0
2025-07-25,BULL_QUIET,1.227,1.0
2025-07-28,BULL_QUIET,1.208,1.0
2025-07-29,BULL_QUIET,1.175,1.0
2025-07-30,BULL_QUIET,1.185,1.0
2025-07-31,BULL_QUIET,1.145,1.0
2025-08-01,POST_PANIC_REVERSION,1.042,1.0
2025-08-04,BULL_QUIET,1.119,1.0
2025-08-05,BULL_QUIET,1.122,1.0
2025-08-06,BULL_QUIET,1.161,1.0
2025-08-07,BULL_QUIET,1.168,1.0
2025-08-08,BULL_QUIET,1.234,1.0
2025-08-11,BULL_QUIET,1.185,1.0
2025-08-12,BULL_QUIET,1.245,1.0
2025-08-13,BULL_QUIET,1.265,1.0
2025-08-14,BULL_QUIET,1.247,1.0
2025-08-15,BULL_QUIET,1.235,1.0
2025-08-18,BULL_QUIET,1.231,1.0
2025-08-19,BULL_QUIET,1.214,1.0
2025-08-20,BULL_QUIET,1.217,1.0
2025-08-21,BULL_QUIET,1.169,1.0
2025-08-22,BULL_QUIET,1.249,1.0
2025-08-25,BULL_QUIET,1.218,1.0
2025-08-26,BULL_QUIET,1.224,1.0
2025-08-27,BULL_QUIET,1.208,1.0
2025-08-28,BULL_QUIET,1.228,1.0
2025-08-29,BULL_QUIET,1.195,1.0
2025-09-02,BULL_QUIET,1.129,1.0
2025-09-03,BULL_QUIET,1.158,1.0
2025-09-04,BULL_QUIET,1.202,1.0
2025-09-05,BULL_QUIET,1.213,1.0
2025-09-08,BULL_QUIET,1.21,1.0
2025-09-09,BULL_QUIET,1.215,1.0
2025-09-10,BULL_QUIET,1.201,1.0
2025-09-11,BULL_QUIET,1.226,1.0
2025-09-12,BULL_QUIET,1.224,1.0
2025-09-15,BULL_QUIET,1.181,1.0
2025-09-16,BULL_QUIET,1.156,1.0
2025-09-17,BULL_QUIET,1.173,1.0
2025-09-18,BULL_QUIET,1.18,1.0
2025-09-19,BULL_QUIET,1.196,1.0
2025-09-22,BULL_QUIET,1.177,1.0
2025-09-23,BULL_QUIET,1.168,1.0
2025-09-24,BULL_QUIET,1.183,1.0
2025-09-25,BULL_QUIET,1.162,1.0
2025-09-26,BULL_QUIET,1.204,1.0
2025-09-29,BULL_QUIET,1.164,1.0
2025-09-30,BULL_QUIET,1.153,1.0
2025-10-01,BULL_QUIET,1.152,1.0
2025-10-02,BULL_QUIET,1.136,1.0
2025-10-03,BULL_QUIET,1.146,1.0
2025-10-06,BULL_QUIET,1.168,1.0
2025-10-07,BULL_QUIET,1.143,1.0
2025-10-08,BULL_QUIET,1.182,1.0
2025-10-09,BULL_QUIET,1.18,1.0
2025-10-10,BULL_QUIET,1.053,1.0
2025-10-13,BULL_QUIET,1.1,1.0
2025-10-14,BULL_QUIET,1.059,1.0
2025-10-15,BULL_QUIET,1.063,1.0
2025-10-16,POST_PANIC_REVERSION,0.983,1.0
2025-10-17,BULL_QUIET,1.063,1.0
2025-10-20,BULL_QUIET,1.114,1.0
2025-10-21,BULL_QUIET,1.119,1.0
2025-10-22,BULL_QUIET,1.092,1.0
2025-10-23,BULL_QUIET,1.136,1.0
2025-10-24,BULL_QUIET,1.173,1.0
2025-10-27,BULL_QUIET,1.203,1.0
2025-10-28,BULL_QUIET,1.191,1.0
2025-10-29,BULL_QUIET,1.172,1.0
2025-10-30,BULL_QUIET,1.182,1.0
2025-10-31,BULL_QUIET,1.175,1.0
2025-11-03,BULL_QUIET,1.187,1.0
2025-11-04,BULL_QUIET,1.121,1.0
2025-11-05,BULL_QUIET,1.144,1.0
2025-11-06,BULL_QUIET,1.095,1.0
2025-11-07,BULL_QUIET,1.111,1.0
2025-11-10,BULL_QUIET,1.15,1.0
2025-11-11,BULL_QUIET,1.168,1.0
2025-11-12,BULL_QUIET,1.162,1.0
2025-11-13,BULL_QUIET,1.092,1.0
2025-11-14,BULL_QUIET,1.088,1.0
2025-11-17,POST_PANIC_REVERSION,1.036,1.0
2025-11-18,POST_PANIC_REVERSION,0.994,1.0
2025-11-19,POST_PANIC_REVERSION,1.014,1.0
2025-11-20,STRESS_UNSTABLE,0.975,0.0
2025-11-21,POST_PANIC_REVERSION,1.023,1.0
2025-11-24,BULL_QUIET,1.065,1.0
2025-11-25,BULL_QUIET,1.117,1.0
2025-11-26,BULL_QUIET,1.165,1.0
2025-11-28,BULL_QUIET,1.201,1.0
2025-12-01,BULL_QUIET,1.173,1.0
2025-12-02,BULL_QUIET,1.196,1.0
2025-12-03,BULL_QUIET,1.226,1.0
2025-12-04,BULL_QUIET,1.235,1.0
2025-12-05,BULL_QUIET,1.25,1.0
2025-12-08,BULL_QUIET,1.195,1.0
2025-12-09,BULL_QUIET,1.186,1.0
2025-12-10,BULL_QUIET,1.227,1.0
2025-12-11,BULL_QUIET,1.283,1.0
2025-12-12,BULL_QUIET,1.223,1.0
2025-12-15,BULL_QUIET,1.193,1.0
2025-12-16,BULL_QUIET,1.194,1.0
2025-12-17,BULL_QUIET,1.14,1.0
2025-12-18,BULL_QUIET,1.161,1.0
2025-12-19,BULL_QUIET,1.224,1.0
2025-12-22,BULL_QUIET,1.263,1.0
2025-12-23,BULL_QUIET,1.274,1.0
2025-12-24,BULL_QUIET,1.319,1.0
2025-12-26,BULL_QUIET,1.307,1.0
2025-12-29,BULL_QUIET,1.255,1.0
2025-12-30,BULL_QUIET,1.24,1.0
2025-12-31,BULL_QUIET,1.216,1.0
2026-01-02,BULL_QUIET,1.242,1.0
2026-01-05,BULL_QUIET,1.23,1.0
2026-01-06,BULL_QUIET,1.231,1.0
2026-01-07,BULL_QUIET,1.209,1.0
2026-01-08,BULL_QUIET,1.19,1.0
2026-01-09,BULL_QUIET,1.234,1.0
2026-01-12,BULL_QUIET,1.206,1.0
2026-01-13,BULL_QUIET,1.18,1.0
2026-01-14,BULL_QUIET,1.156,1.0
2026-01-15,BULL_QUIET,1.193,1.0
2026-01-16,BULL_QUIET,1.197,1.0
2026-01-20,BULL_QUIET,1.059,1.0
2026-01-21,BULL_QUIET,1.146,1.0
2026-01-22,BULL_QUIET,1.199,1.0
2026-01-23,BULL_QUIET,1.19,1.0
2026-01-26,BULL_QUIET,1.181,1.0
2026-01-27,BULL_QUIET,1.176,1.0
2026-01-28,BULL_QUIET,1.18,1.0
2026-01-29,BULL_QUIET,1.165,1.0
2026-01-30,BULL_QUIET,1.151,1.0
2026-02-02,BULL_QUIET,1.185,1.0
2026-02-03,BULL_QUIET,1.131,1.0
2026-02-04,BULL_QUIET,1.106,1.0
2026-02-05,POST_PANIC_REVERSION,1.031,1.0
2026-02-06,BULL_QUIET,1.147,1.0
2026-02-09,BULL_QUIET,1.157,1.0
2026-02-10,BULL_QUIET,1.148,1.0
2026-02-11,BULL_QUIET,1.154,1.0
2026-02-12,BULL_QUIET,1.065,1.0
2026-02-13,BULL_QUIET,1.076,1.0
2026-02-17,BULL_QUIET,1.065,1.0
2026-02-18,BULL_QUIET,1.09,1.0
2026-02-19,BULL_QUIET,1.082,1.0
2026-02-20,BULL_QUIET,1.105,1.0
2026-02-23,BULL_QUIET,1.054,1.0
2026-02-24,BULL_QUIET,1.092,1.0
2026-02-25,BULL_QUIET,1.136,1.0
2026-02-26,BULL_QUIET,1.117,1.0
