total_return,sharpe_ratio,max_drawdown,trades,avg_position,n_days,transaction_costs,cost_impact
0.15172377026786799,0.4029016292796515,-0.18470505237008183,226,0.9211176635776468,7122,0.21000000000000002,0.03149191737770162
